,1.Already Submitted Application,    1.1 Status of ticket application,1.1 Connection with Agent,   1.2 How to check the status,   0. Return to main menu,2. How to Complete or Submit an Application,   2.1 Ticket application process,         2.1.1 Online process,         2.1.2 Household restrictions,   2.2 Other information for the process,         2.2.1 The personal details,         2.2.2 Types of accessibility tickets,         2.2.3 Household restrictions,   0. Return to main menu,3. Information about Ticket Sales,   3.1 Ticket products,   3.2 Sales phases,   3.3 Ticket categories,   3.4 Ticket prices,   3.5 Confirmed tickets,   0. Return to main menu,4. Payment Methods,    4.1. Payment Methods,    0. Return to main menu,5. Any Other Enquires,   5.1 Cancellation and Resale,   5.2 Household restrictions,   5.3 Matches,   5.4 Legal documents,5.4 Connection with Agent,   5.5 Fan ID,   5.6 Health and Safety measures,   0. Return to main menu,
4/6/23,11.0,3.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,
4/7/23,6.0,4.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,
4/8/23,10.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,
4/9/23,14.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,
4/10/23,7.0,0.0,2.0,1.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,
4/11/23,13.0,2.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,
4/12/23,11.0,4.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,
4/13/23,7.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,
4/14/23,6.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,
4/15/23,14.0,4.0,4.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,
4/16/23,9.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,
4/17/23,11.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,
4/18/23,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,
4/19/23,2.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,
4/20/23,4.0,0.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,
4/21/23,10.0,3.0,0.0,3.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,
4/22/23,10.0,3.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,
4/23/23,4.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,
4/24/23,7.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,
4/25/23,6.0,0.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,
4/26/23,3.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,
4/27/23,8.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
4/28/23,8.0,2.0,1.0,4.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,
4/29/23,10.0,2.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,
4/30/23,11.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,
5/1/23,8.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,
5/2/23,6.0,4.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,
5/3/23,12.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,
5/4/23,5.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,
5/5/23,8.0,2.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,
5/6/23,9.0,3.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
5/7/23,9.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,
5/8/23,5.0,1.0,4.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,
5/9/23,5.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,
5/10/23,7.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,
5/11/23,9.0,2.0,2.0,3.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,
5/12/23,4.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,
5/13/23,8.0,1.0,2.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,
5/14/23,3.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,
5/15/23,8.0,0.0,3.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,
5/16/23,6.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,
5/17/23,7.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,
5/18/23,8.0,3.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,
5/19/23,6.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,
5/20/23,11.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
5/21/23,7.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,
5/22/23,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,
5/23/23,9.0,1.0,3.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,
5/24/23,4.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,
5/25/23,7.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,
5/26/23,9.0,4.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,
5/27/23,7.0,3.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,
5/28/23,6.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,
5/29/23,5.0,3.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,
5/30/23,12.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,
5/31/23,6.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,
6/1/23,5.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,
6/2/23,8.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,
6/3/23,8.0,0.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,
6/4/23,7.0,2.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,
6/5/23,5.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,
6/6/23,7.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,
6/7/23,9.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,
6/8/23,10.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,
6/9/23,9.0,0.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,
6/10/23,6.0,0.0,0.0,2.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,
6/11/23,6.0,4.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,
6/12/23,7.0,0.0,3.0,2.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
6/13/23,12.0,3.0,2.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,
6/14/23,11.0,3.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
6/15/23,14.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,
6/16/23,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,
6/17/23,5.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,
6/18/23,8.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,
6/19/23,10.0,4.0,1.0,3.0,2.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,
6/20/23,10.0,3.0,3.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
6/21/23,10.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,
6/22/23,2.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,
6/23/23,7.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,
6/24/23,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,
6/25/23,5.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,
6/26/23,8.0,0.0,3.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,
6/27/23,9.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,
6/28/23,9.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,
6/29/23,10.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,
6/30/23,5.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,
7/1/23,6.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,
7/2/23,6.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,
7/3/23,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,
7/4/23,11.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
7/5/23,11.0,4.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,
7/6/23,7.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,
7/7/23,6.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,
7/8/23,9.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,
7/9/23,7.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,
7/10/23,8.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,
7/11/23,4.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,
